GeneNames,logFC,p_values
TMEM178A,,8.52603702065886E-09
POU4F1,,0.822886359667504
OBI1,,0.867275984324665
CYSLTR2,,0.424069624463045
GRID2,,0.668342639993824
ARL 11.00,,7.10838350016892E-05
RIT2,,0.345682005710729
SETBP1,,0.524784433020006
ARL14EP,,0.658975655958306
EPG5,,0.00183835892330056
PSTPIP2,,0.00143776501394712
ATP5F1A,,0.616520159731753
HAUS1,,4.00962553994901E-05
C18orf25,,0.350018958169163
SPC25,,4.35220196166144E-06
G6PC2,,0.178395547243325
PDK1,,0.622666584214228
PTH,,
PDE3B,,0.350424250094789
TCF7L1,,0.235387163117326
TGOLN2,,0.557014905086313
SH2D6,,
KCNK13,,0.589245408935656
UHMK1,,0.426924233101246
ATG10,,0.544062389269284
POC5,,0.712969647499426
SPOCK1,,0.656110396239091
TADA1,,0.267221703343343
GUCY1A2,,0.705927655716895
CWF19L2,,0.00301094225352227
JMY,,0.489966870264547
HOMER1,,1.04782339119213E-05
XRCC4,,6.87423037747038E-06
BOLL,,0.553012140630836
ZNF547,,
ZNF776,,0.311865388301825
ZNF256,,0.00142816546788062
SUV39H2,,0.00404494130697497
DCLRE1C,,
OLAH,,0.439176008280673
RPP38,,0.00272113015969876
NMT2,,0.0238896883278517
ZSCAN1,,0.54704454212024
ZNF837,,0.0813173192467519
USP12,,5.03354497692562E-04
CCDC50,,3.14000143097272E-11
CAMK4,,7.1934570353352E-09
TRIM36,,1.33120489451559E-07
ZFP36L2,,5.55381992141233E-09
PAN3,,0.882713736570407
PLEKHH2,,1.45186201647219E-09
PFKM,,0.50945515648426
TMEM123,,9.46759222621099E-05
GRIA4,,0.153373744932859
IGSF10,,0.692008548738491
SPEF2,,0.074127478265234
SPARCL1,,0.7804986593505
DSPP,,0.0722696840150202
DMP1,,0.512910419533869
MEPE,,0.00661930911632362
MBNL1,,0.236955457016424
CAPSL,,0.0308895091800135
NADK2,,
GPD1L,,0.116500392795138
GJA1,,8.07179704745646E-04
CCNO,,9.97960070998959E-06
DDX4,,
CLEC4F,,0.017776641991551
SLC30A6,,0.00319971252775295
PELO,,0.678859540359855
RASGRP3,,0.325836645746905
SAR1B,,0.297200294270493
CATSPER3,,0.449116534111585
GPR180,,0.812447075257207
DYNLT5,,0.380139091891963
DNAI4,,0.0628823747735324
ANKRD22,,1.34926658755142E-04
FARP1,,0.618281953841041
IFIT5,,0.0168882729683084
PANK1,,0.563233183446418
PRDM8,,2.53875449001254E-04
BMP3,,0.0967684121855316
HNRNPDL,,0.0053117168070945
HHEX,,7.18065526880146E-06
UTRN,,0.624726763608932
GRM1,,8.9645289631399E-10
PTPRK,,0.108550541173631
GGPS1,,0.10439076729688
CNTNAP4,,2.36063184060765E-08
ZNF117,,0.00131425268912007
PART1,,0.599380620318776
RAB3C,,3.43699735276502E-09
LMNTD1,,0.147843161205868
MARVELD2,,0.0706123786525494
RAD17,,0.0613817677246291
MED21,,0.794941465378348
PLOD2,,3.72826327202883E-05
STK32B,,9.63225667679617E-12
NRSN1,,4.01148101569769E-08
JAKMIP1,,4.28093933102495E-11
ZIC1,,0.804530306804289
ADGRA3,,0.240488025207011
CPB1,,0.380139091891963
SREK1IP1,,0.300917020784601
LGI2,,0.157492499189173
CWC27,,0.38722619457482
MR1,,0.00673234455603351
CENPH,,0.00198440239426105
CDYL,,0.0058206035004919
CARHSP1,,0.332990576470393
TEKT5,,0.00367098092346084
BANK1,,0.383687709694369
TXNDC11,,0.417123363810703
DAB2,,8.32579608078798E-08
ACMSD,,
ACOXL,,
BCL2L11,,5.40985797567487E-05
ANAPC1,,7.70604956381719E-05
CAST,,1.74234930193134E-04
SCOC,,0.0429942180838066
CLGN,,2.40287846727245E-04
CETN3,,0.192606478033653
SMARCA5,,0.121666810845946
SYCP2L,,0.644769747784246
BMP6,,0.43759799666771
RASSF3,,
HNRNPU,,0.0429368350161509
RANBP2,,0.726655087673193
AHCTF1,,0.523222091954875
MERTK,,0.193986204109577
TMEM87B,,0.651037391417557
PTPRR,,1.58625628057972E-11
NR4A2,,0.19035546756205
CCDC148,,
PLA2R1,,0.354336732326885
RBMS1,,8.37514660483755E-07
SCN3A,,0.0290239610253616
FEZF2,,4.33086573344564E-05
CD96,,0.116132573590274
SLC25A27,,0.0102106061953845
ADGRF1,,0.0273519081516844
ADGRF4,,0.108798227598226
FRMD1,,0.535211932088926
CYRIB,,0.00605411548805968
ASAP1,,0.0954967196957284
TRAPPC8,,0.416890708572255
FAM81B,,0.430196924612205
LINC00467,,0.161632349247011
INO80C,,
LPCAT1,,0.2925703783368
PLEKHG4B,,0.0655352537038767
NMRAL1,,0.647955559885796
UBALD1,,0.096526792398587
C16orf89,,0.00469275494604943
TMEM251,,0.0118014392471682
ING1,,0.292448597812562
TEX29,,0.462144842933841
SPACA7,,
ADPRHL1,,0.00976994705654111
CMTM7,,1.80253947125259E-04
FBXL2,,1.29511187335449E-04
UBP1,,0.157065624768925
RMND5A,,2.38918808668314E-06
CD8A,,0.0107036750389855
RPIA,,0.0242668295401006
PTPRD,,0.00273732140120949
LURAP1L,,5.9170699781513E-04
CNKSR3,,9.83354533879461E-06
GTF2E1,,0.307096243634471
CFDP1,,0.171487681991054
ZDHHC7,,0.322420736141985
C7orf31,,0.793030417662995
TMPRSS11D,,0.724280720564959
JAZF1,,0.229816264232846
CMIP,,0.365645538282757
SPHKAP,,5.81112010755787E-12
KCNJ16,,6.1576090379902E-04
PID1,,6.21185503608799E-04
TRIP12,,0.179375199764655
FBXO36,,
CEBPG,,0.00408294570617343
KCTD15,,0.319333182206081
ZNF599,,9.50086596486738E-06
MCOLN2,,0.0075337429618782
LGI4,,0.0538417968783919
DDAH1,,0.0168642013664466
SREK1,,8.16656480701613E-05
CHD1,,0.0460112948761359
CLCA3P,,
ANKFN1,,0.0603177659498922
DGKE,,5.4507926406733E-12
HS2ST1,,0.0752075131238964
MSI2,,0.182788271039341
CACNA2D1,,4.82828277574342E-05
ZUP1,,0.263245057416966
HS3ST3A1,,0.567175782070799
GDPD1,,0.0222480043895378
NUS1,,0.803276632685194
SEMA3D,,0.0960530905699174
PPP2R5E,,0.604972651919759
ASB17,,0.630996681068665
GRAP,,0.443150420579983
SLC5A10,,
AK5,,0.00133478421668025
CABYR,,0.32347741284805
IMPACT,,3.34929668097809E-04
ANKRD29,,4.2073500208625E-10
SDHAF4,,0.126272397128029
CHST9,,1.76194439814437E-04
THY1,,0.169579016783499
DNAAF1,,0.00469928311680376
C16orf74,,0.08209013225827
TBCEL,,0.797748712669141
JPH3,,5.78094436940706E-09
ANKH,,
OTULIN,,
UBASH3B,,0.541911246963711
ROBO4,,0.0265519640628336
ROBO3,,0.169936864610476
PANX3,,
TBRG1,,2.52534459212469E-04
NRGN,,8.71736442907209E-06
RETREG1,,0.374782091501924
CDH12,,8.94499936222269E-10
GPR15,,0.666699009514265
TOMM70,,7.13150037843572E-04
ABI3BP,,7.77033907970347E-04
ANGPT1,,0.0851164495264471
PITPNC1,,0.0172067460462284
CC2D1B,,0.625015391919097
CERS3,,0.347905283096595
PRKCA,,0.110248753567435
LRRK1,,0.328086593599157
CEP112,,6.60792515158942E-04
GAL3ST2,,0.271665076449292
ABCA9,,0.883899192971025
ABCA6,,0.0828769349335642
ABCA5,,0.421499503080838
ENPP3,,0.0939388890982479
C4orf19,,0.746643244983989
UCHL1,,5.74621983310142E-08
MIA3,,0.110206271899478
DISP1,,8.70074905662315E-07
DISP1,,1.22203600742218E-04
TNIK,,0.00166043171262514
TDH,,0.17913553360597
FAM167A,,7.06900635909283E-05
NEIL2,,0.802502387011782
PGM5,,0.0022701880274903
OBSCN,,6.58533382902499E-08
LONRF1,,0.74420360171811
TRIM11,,0.00420307133775475
ENAH,,2.57056855896015E-07
PPP1R3A,,
CCSAP,,2.23061575104772E-05
SH3RF1,,0.413571673442863
GBP5,,0.0654815852472793
BUB3,,0.0901996375807057
GPR26,,5.86519100062278E-07
CCDC173,,0.00293178079582298
MMP21,,
C10orf90,,0.100849146945651
DIPK1A,,0.00310909489860349
ATP5MC3,,0.36592283771825
SRSF12,,0.00802353555122627
PDLIM3,,0.3934382691113
SORBS2,,0.0610816882999811
ELOC,,0.439934352913308
LY96,,3.93968441696935E-08
PSMA8,,
CXADR,,0.0954967196957284
BTG3,,0.0160752358550687
C21orf91,,0.0114533568626009
CHODL,,0.0317680562941239
TMPRSS15,,0.231181377489376
NCAM2,,9.81879225691979E-06
L3MBTL4,,3.34309294699243E-04
PDE1C,,0.156386219878109
MRPL39,,0.136149984035404
JAM2,,4.299394832368E-05
ATP5PF,,
GABPA,,2.46984924053999E-04
ADAMTS1,,0.187755053566201
ADAMTS5,,0.41672516695829
TSEN2,,
SLFN13,,
WNT7A,,0.0769448764354701
XPC,,0.361772416098576
CCDC174,,0.373342749847292
FGD5,,0.492107295552647
FLCN,,0.00244185525237575
DPH3,,0.022815257882161
OXNAD1,,0.554650265821034
PLCL2,,0.00772587227381837
CXXC1,,
SKA1,,
PPP4R1,,3.21914048955195E-05
APCDD1,,1.7441524774276E-07
PIEZO2,,0.0644733523125812
MPPE1,,3.67913807869141E-04
USP43,,0.0974068538984364
RAB6B,,8.35503964333269E-12
EME1,,0.715116364439934
EPHB1,,0.434506338403201
ACSS1,,6.33722257711652E-05
ANKRD40,,0.727345981677424
CA10,,0.380241018433614
VOPP1,,0.0144543227564539
APOOL,,0.495218091518196
DKK 2.00,,0.00977799017848535
CYP2U1,,8.66896571078106E-09
FBXL18,,0.681919085445521
CNTNAP5,,
PROM2,,0.025323315398665
AK9,,0.00135627897465855
ODF1,,0.755301925047257
KLF10,,0.0585771615832736
PTPRN2,,0.00149870657724742
AZIN1,,
ATP6V1C1,,0.0231236666385791
PIP4P2,,0.233708598899691
OTUD6B,,0.0316848342960794
CDK19,,
TTC39B,,0.434531053301873
AGPAT5,,4.35717317874204E-04
MMS19,,0.42158823577905
PI4K2A,,6.72722458901824E-04
MARVELD1,,8.79648511770623E-05
ZFYVE27,,9.86380611695557E-07
GOLGA7B,,8.79798798517241E-09
GPR78,,
TRMT44,,0.617302220095617
SLC25A28,,0.00454356009785896
HSPA13,,0.872419364915723
SAMSN1,,7.43582722362404E-06
USP25,,0.00471356011283514
GRAMD2B,,0.463726813222927
ZCCHC10,,0.0756758393688964
C16orf87,,0.0684612073860802
MOV10,,4.49447726126036E-07
DBI,,0.00155957547809125
SLC16A1,,0.441851968261538
HEATR3,,0.135327362501817
NIFK,,0.00454626901269709
OXA1L,,0.0370915990380397
SLC7A7,,3.52181630100618E-05
MAGEC1,,
LARP1,,0.0353437387601988
CNOT8,,0.33506567058754
GRIA1,,0.710665088549599
LRGUK,,0.364122124426452
SETD9,,0.00102251107774517
MIER3,,0.440375536439134
NUP205,,3.46024907048314E-04
ZKSCAN2,,0.5104466000967
C9orf85,,0.0119402174311395
XAGE2,,0.80089043541174
PIK3AP1,,1.56732678357582E-05
RBM45,,0.0016226393953199
TTN,,0.390794754658319
VSIG4,,1.91336101461309E-05
PDIA4,,1.58936201446375E-04
KDM8,,0.0353106376324952
PDZD9,,0.472715691963884
KCTD18,,1.86698475437799E-04
FAM126B,,1.29294791321929E-05
FLACC1,,0.699364989035127
C2CD6,,0.597073234227925
TMEM237,,8.39327884724564E-04
FZD7,,0.34447981857295
SPAG17,,0.771350890333868
DEPTOR,,0.584797406159716
FMN2,,0.0178751429147802
RNF20,,0.0121529538595891
CYLC2,,0.275466585361407
PPARGC1B,,0.46124402406575
ELMO1,,1.3910121814256E-04
SLC26A2,,9.47096690288224E-08
LSM 11.00,,1.05072323753824E-07
MED7,,0.300740308381082
RRAGA,,
SLC24A2,,0.596107517354656
TRIM42,,0.607920302655367
PXYLP1,,1.55029337133714E-04
ADCY8,,0.0029356645310711
RASA2,,0.872419364915723
RMND1,,
SLA,,1.6638680074115E-04
TMBIM4,,1.29538449982403E-04
VBP1,,0.502766842810332
RAB39B,,0.00132914195100412
CLIC2,,0.163731840184843
AFF2,,8.88317443239973E-07
MICU3,,5.94232401671809E-06
GRIP1,,4.10955002990858E-04
VPS37A,,0.65631538373711
KIF5A,,5.60279408530061E-04
NAT2,,
MAGEA8,,
PSD3,,1.36117086842414E-06
CARNMT1,,0.592456686060825
MCU,,0.00681206232369348
MIDEAS,,0.455718664935153
CFAP70,,0.601249338222866
GNA14,,0.82896318850096
FAM161B,,0.557130762850188
GNAQ,,0.0630164720962152
WIF1,,0.0150671747420428
UGT2B4,,0.576913559303257
GPR61,,0.73919686614924
MMP16,,9.03912323476513E-08
ADK,,0.348417704636422
KCNMA1,,7.62520199906161E-06
BATF,,0.0337022803448619
DCK,,0.503586281744803
ADAMTS3,,0.18894623333953
ALX3,,0.103739634604398
DPY19L4,,7.51227468649178E-06
NDUFAF6,,
DRAM2,,6.69965043069478E-06
C8orf37,,0.00373932039339804
PPEF2,,
CFAP161,,0.206847191840059
ADAMTSL3,,0.40032132456955
ART3,,0.359203641859935
SLC28A1,,0.777271962048745
WHAMM,,0.0939864341167409
CXCL13,,0.767300342587295
N6AMT1,,0.246930199081093
RWDD2B,,0.145851720991143
USP16,,0.0573851146709178
CCT8,,0.377714318113259
MAP3K7CL,,1.04138995660971E-06
NAA11,,0.870237223704353
BACH1,,1.91205638863988E-07
CLDN17,,0.320364983329272
CLDN8,,
TSPAN7,,0.764688521059952
TIAM1,,0.0567854651677345
SCAF4,,0.753016670668945
RPGR,,0.00355541029805705
CDK20,,0.00234522271658833
ANKRD9,,1.38099506708923E-08
SFR1,,0.110433100717282
SORCS3,,2.64232880817732E-04
SFXN2,,2.82481733931789E-06
ATP5MJ,,2.36558603629223E-04
FUT6,,
TDRD9,,3.37570767597793E-06
FGF18,,0.00366008345165242
PCDH1,,0.337984058000884
SH3RF2,,
UQCRB,,
MTERF3,,
PTDSS1,,0.630794622639301
PPP2R2B,,0.149871623519178
RPL30,,0.0264103064391597
KCNS2,,0.116118279881653
PABIR3,,0.412169324840027
SUPV3L1,,0.0378361973332679
PABIR2,,
EEF1A1,,6.45318366690781E-04
FBXO43,,0.195236410606336
HKDC1,,0.127536230110086
HK1,,0.00125098078248825
TYSND1,,0.0128254608140052
PHF6,,0.0550958914554884
CD109,,0.00242138502301851
LRFN2,,0.342900320095159
NODAL,,0.438185376649329
UBE2L6,,5.99935796985135E-05
ZDHHC5,,
MED19,,0.0977954603746683
ZFAND3,,9.66735324449486E-04
NPTN,,6.87931822538766E-04
KAT6B,,0.670732351229855
SAMD8,,0.00116131675093046
RAB11FIP1,,0.755459441014997
UNC5D,,6.24258425391498E-05
GLYATL2,,0.0209275769638952
UTP14A,,0.0263817253966031
AIFM1,,0.188330536799063
MAPK13,,4.87509980522479E-04
BAG4,,0.009211015420293
MS4A1,,0.245920299233485
TBC1D31,,0.0187767510786619
NTAQ1,,0.784666753206322
ATAD2,,0.209318519027931
FBXO32,,0.91663959429806
NSMCE2,,0.575138663099453
ZNF689,,0.0113567933699201
PRR14,,
FBRS,,0.042678305957205
FRRS1,,
PHKG2,,0.0760466595245084
SASS6,,0.0885634595921243
COX6A2,,0.720458239670966
ITGAD,,
ADGRG4,,0.621733175439177
ZIC3,,0.542867013110808
MALSU1,,0.181172540777494
VPS8,,0.00148552093503872
GALK2,,0.0326430153911434
LHFPL4,,2.70950587324785E-05
B3GNT7,,4.48518854417351E-08
MPV17L,,0.136896653852899
BUB1B,,0.00142046496927599
PDE6D,,0.129489724894655
EIF4A2,,0.00272879411522741
BRPF1,,0.262185940417606
RPUSD3,,0.0873236738958129
SST,,8.34400784660704E-08
TATDN2,,0.0219254411403261
GHRL,,0.089684273272882
SEC13,,4.30172163057333E-04
EXOG,,0.089684273272882
NTAN1,,0.215275488889639
SHCBP1L,,
NMNAT2,,7.95591545202939E-07
ZFYVE9,,0.00813984819710935
ATP2B2,,2.80023971186982E-13
LYZL4,,0.0214096462780209
SLC6A1,,0.00114442190924093
SMG1,,0.092787822729576
FCHO2,,0.360907172907974
RBPMS,,0.0632164650926672
KLHL40,,0.672524054823816
C8A,,0.466228459198388
TIMP4,,5.15119818876398E-05
SYN2,,4.22444097525935E-11
NRG1,,1.60369711910282E-08
ODR4,,2.05275491817889E-04
CPT2,,0.789764408575939
NECAP2,,1.66087534828393E-07
LRP8,,2.23495454352829E-04
PAXIP1,,0.850826288122971
STEAP2,,0.00158707648938704
SSBP3,,1.54912237810735E-05
HTR5A,,1.3493661857348E-06
CLDN12,,0.39845909926884
MMP14,,0.191451948789295
FZD1,,0.532919951287361
GATAD1,,0.0242022336726652
SUSD3,,0.00274071297919026
TMED6,,
C1orf158,,
ARMC12,,0.650069987335579
DDX19B,,2.63867724904504E-05
ST3GAL2,,0.0350602547365581
FCSK,,0.159330662859662
IL34,,0.00117530372661349
DHRS1,,5.54019102183E-08
CACNA1D,,0.31245151055846
ARSL,,0.00114497139716393
KIT,,2.69017122565022E-06
HYDIN,,0.180670662330148
AASDH,,0.867385790323671
ZNF19,,0.0232535812374531
CACNA2D3,,2.10487119117184E-07
RNF111,,0.637784900410789
CCNB2,,6.82827099158008E-05
FAM81A,,3.00906828333045E-06
MYO1E,,0.477725384138
APPL1,,
PWWP3B,,0.093224209167348
AFAP1L1,,0.00717655340913045
TSC22D3,,0.155112722569384
VPS26C,,0.0223379247002897
DYRK1A,,0.0234181238977581
KCNJ6,,1.54110567595995E-09
KCNJ15,,
ERG,,0.306883841700451
ETS2,,0.08209013225827
TSPAN18,,
LCA5L,,0.695956701533495
TMEM164,,0.00103031891599059
MX1,,0.00294637641884094
CREB3L1,,4.03855665121694E-05
C2CD2,,0.247700766066019
TAB3,,0.754806730076176
SLC38A10,,3.44143044490245E-05
C9orf43,,0.159330662859662
PALM2AKAP2,,1.4854548223169E-07
ZNF618,,0.105038209424869
DGKI,,0.130648225480268
TMEM268,,6.06280922276198E-04
SVOPL,,0.260159604670735
SNX22,,2.47409267520688E-06
UBN2,,0.721938298838854
BRAF,,3.68041059561859E-05
SLC34A2,,0.114058282646184
ACAN,,9.23243684780017E-10
PSMG3,,0.043464272399451
CABP1,,4.25128913700743E-06
WDR19,,0.15519066051005
SLC37A3,,0.00727151698993364
AP3S2,,0.263355664757493
FMNL2,,0.767792926110543
GAREM2,,0.435227541822853
SPPL3,,0.284898919714922
DPYSL5,,1.09566399539963E-04
DRC1,,0.199529328253856
RAB28,,
PRXL2B,,2.68953620106735E-05
TNFRSF14,,0.682514885237806
PANK4,,0.0216342866077956
CIB4,,
MEGF11,,3.54346098909388E-07
C12orf43,,0.651941285590089
PEX10,,
RER1,,4.97052957315933E-05
RADIL,,0.0655398068895013
SKI,,
WIPI2,,0.0151116979559347
LDLRAP1,,0.335528726944097
AGAP1,,0.0357044135469179
KRTCAP3,,0.00377442212597457
PAFAH2,,0.0351734064473249
EXTL1,,
SLC30A2,,
BABAM2,,0.281787377162581
TRIM63,,0.808285783103284
CFAP251,,0.200472889176261
MRPL17,,0.688286360039266
DUSP2,,0.00143311889975425
GRHL3,,0.00569412706499117
UBXN11,,
NLRP14,,0.141509312620874
PTPDC1,,0.112561537883933
GALNT14,,9.36562656061349E-05
NCK1,,0.253478187604098
HPD,,
RHPN1,,0.0238896883278517
TPRG1L,,3.33197476048617E-12
LRRC43,,0.669244887473045
PRXL2C,,0.00294280606245156
XDH,,0.718150296326907
XKR8,,0.225733751904494
CNNM4,,0.00173443042499146
EYA3,,0.38912862207067
DZIP1L,,0.0189452513911182
TMSB15A,,6.89752852257365E-08
FANCC,,
MRAS,,0.137331956893947
WASF2,,3.4624383258716E-05
ABHD3,,0.12198315539067
ESYT3,,0.0318200330819353
FAIM,,2.4963419400619E-04
TENT5B,,0.00354229018023107
CLSTN2,,0.00612189419856906
COLEC12,,2.0025836191808E-05
RNF207,,0.735320455744247
CUL4B,,0.741232882129563
GPR153,,0.554537495702585
SLC13A3,,0.00138726089716381
GPRASP2,,8.53103306203616E-05
RHBDL2,,0.408913425127861
AUTS2,,1.61560191541524E-08
SHROOM4,,0.174101419528881
CDC25C,,0.318730978125908
H4C8,,0.524785514460088
MITD1,,0.0172899133936183
EIF5B,,0.0822320142636517
RIBC1,,0.50491277387366
CNOT11,,0.368115280289588
KCNB1,,0.0166138637018974
TSPAN33,,0.274971908381756
NRG2,,0.426357092857449
AHCYL2,,0.211869588578606
B4GALT5,,6.59122639594359E-05
CD1D,,6.57009610059985E-04
CD1A,,
SPATA2,,1.66087534828393E-07
CD1C,,0.0484956636652673
CD1B,,0.799819720863554
DNAH3,,0.137331956893947
CD1E,,0.404832221650276
HMHB1,,0.23177214614077
CPA2,,0.436927843068082
CPA5,,0.0644197477228343
TSR2,,0.00158091984287584
PPP1R9A,,2.21640776316472E-04
ZC3H18,,0.799819720863554
ZFAND2B,,0.0251548870245981
POM121L2,,0.531879082121858
GDPD5,,0.129194335052533
DYNC1I1,,1.05419350245924E-09
PFKFB1,,0.61326548540851
ALAS2,,5.89392504842322E-04
TMED4,,0.00367660312359399
PPP1R15B,,0.743478742837878
COPG2,,0.082070024188742
EMSY,,0.173756423935442
PAGE5,,0.0288891129133129
GPAT4,,0.112841266823664
PKD1L1,,0.0502118148437302
ZSCAN12,,0.0117425901320213
TAGLN2,,2.22697434264011E-05
ELK4,,0.00504664936351859
SLAMF8,,0.147903425113001
SLC45A3,,0.0989483209922728
DUSP23,,0.553472357924169
RNF166,,0.009211015420293
NBL1,,0.0107935095059788
HTR6,,0.0226187585496646
USF1,,0.272733062000181
PLA2G2F,,0.300066693978922
SPATA2L,,0.00170462560486932
NIT1,,0.595636673330313
DEDD,,
ZNF276,,0.458838110472406
NPM2,,1.34807268157369E-09
EDA,,0.665959763300364
FGF17,,0.00290170595731345
VWA5B1,,
CDA,,3.8725260887173E-04
PINK1,,9.97960070998959E-06
B4GALT3,,
DMTN,,1.38093388484294E-08
ADAMTS4,,0.677662303318978
FAM160B2,,0.592001756160551
NDUFS2,,0.382743777088425
SLC5A11,,2.60505249741477E-04
FCER1G,,2.18429127732161E-05
APOA2,,0.0249819434814991
TOMM40L,,0.0117492620684898
MPZ,,9.19266727534311E-04
WFDC8,,0.292516882601717
CCAR2,,0.302343303502211
WNT9B,,0.0411440639437066
CACHD1,,0.214353038352817
CDC42SE2,,5.3213807166172E-04
RAPGEF6,,0.228016809636535
EPB41,,0.237078811453831
MIS18A,,0.443262314694762
ALG8,,1.4393175360016E-05
FBXW5,,4.91421547734446E-04
CFAP298,,0.0481184667722718
SYNJ1,,5.1537024728468E-06
PAXBP1,,0.00422362496435284
IFNAR2,,4.49347063062265E-06
MRPL10,,0.481359650316499
IFNGR2,,1.81412513533543E-04
GART,,1.8728755028075E-07
SON,,0.0801386406440365
DONSON,,0.389435795670007
SV2A,,1.3782084489256E-06
LAD1,,0.0967684121855316
STC1,,0.491862338633635
TNNI1,,
CSRP1,,7.68817577258418E-04
PRAC1,,
HOXB13,,0.83733153183827
C1QC,,2.57582010660943E-05
KCNE2,,0.606275555976575
ATP5MC1,,0.0281713329855595
RCAN1,,1.42414510081011E-04
UBE2Z,,0.271854190351537
CIART,,0.0151116979559347
SNF8,,0.357209522609498
CLIC6,,5.49410648282414E-04
CCDC24,,0.0022855975663311
RUNX1,,5.892871949558E-10
IGF2BP1,,0.458199616161378
GIP,,
CBR1,,0.784272511656759
CBR3,,0.00173345604073195
TUBBP5,,1.25341646818591E-05
GJD2,,0.103350492129389
ACTC1,,4.05136998334494E-04
MORC3,,0.517264078417783
CHAF1B,,0.00113813258426057
CLDN14,,0.00892198118708932
SIM2,,
HLCS,,
SCUBE1,,0.0150515626270216
ARHGAP27,,0.758229198136398
ADPGK,,0.0273324593111376
PTMS,,0.149429783822601
PADI4,,0.0543825435452158
ADIPOR1,,
CYB5R1,,0.565555951174095
PSMD4,,0.528211476909184
ATP13A2,,0.00101830798572091
M1AP,,
PSMB4,,0.780739199997748
BTG2,,0.00410025062994191
CES5A,,
HK2,,0.011203128244104
C1R,,6.7939095852329E-12
CELF3,,5.58685196478352E-05
ALDH4A1,,0.812369037588889
STARD9,,0.825005714374244
THEM4,,0.0661540136505733
TCHH,,0.0413482503068011
UBR1,,0.642180129035912
AMFR,,0.178571044354856
MED8,,0.0011800180226274
TGM7,,0.492831316657092
RGL4,,0.235035188058787
SPRR2G,,
PGLYRP3,,0.817883697521631
ISL2,,
RSPRY1,,4.38943412490345E-05
CCDC17,,0.780918296158507
GPBP1L1,,
NAE1,,0.244148004986395
TMEM69,,0.136899244411615
ADGRG5,,0.19263808862641
DRC7,,0.726039278607217
ACE,,0.164066229063683
TEPP,,0.0476982240317914
UROC1,,0.133075805326825
EFCAB14,,0.324458513147706
SPON2,,0.592456686060825
CHCHD6,,0.00241092128936096
CTBP1,,0.0602175102409548
LRRC36,,0.631451202194904
ZDHHC1,,0.324984378440003
ATP6V0D1,,0.00167115145761641
AGRP,,
ZFYVE28,,5.84945699467858E-05
CARMIL2,,0.00389202198282821
C16orf86,,
PIP,,0.644360979493491
FAM131B,,0.0923834299823482
RGS12,,0.00115998261122469
PSKH1,,0.00127487292560706
ZYX,,0.00775503793579956
ABR,,0.0319173487961562
