GeneNames,logFC,p_values
PTPN7,,0.0216342866077956
SYT2,,0.00384658449738776
ARL8A,,0.00362317111068038
OSR1,,0.480976053684985
GDF7,,1.86435113880207E-04
PDIA6,,5.23071577068491E-07
RHOB,,0.755005972657663
ATP6V1C2,,0.669601771085944
HNRNPLL,,0.772034211540078
GALM,,0.557665872239486
CAMKMT,,0.124086133254145
ABCG8,,0.00126714800088273
EML4,,0.0110969494106993
CALM2,,0.00210903430089873
CHAC2,,0.165912818739345
RPS27A,,9.36713161296865E-04
WDPCP,,
VPS54,,0.00148653322389841
REG3G,,0.532987195869319
ASXL2,,0.0315380478541092
ETAA1,,5.72635073761153E-06
ABHD1,,0.265811478797569
MEIS1,,0.174534547916882
CIAO1,,
ZNF514,,0.637341871389392
SNRNP200,,0.137708102872458
MRPS5,,0.0958673461690467
ANKRD53,,0.0962323113679951
TPRKB,,0.112937196554799
NAT8,,0.140668673885825
EXOC6B,,0.0050271096114313
SFXN5,,6.16510609055182E-05
TEX261,,2.76247424603568E-06
DQX1,,
DUSP11,,0.283582403661264
ST6GAL2,,0.177050439150241
NPHP1,,0.00343711837313654
THNSL2,,0.00288231231354377
RALB,,0.069445059026015
TMEM177,,0.779730109480029
NT5DC4,,0.0158900603316006
SLC20A1,,0.608229718805332
FBLN7,,0.149878355987309
ZC3H8,,0.746643244983989
LIPT1,,0.00217865803237448
CNGA3,,0.503514211745143
LYG1,,0.175315334052827
AFF3,,5.81130241681678E-06
UBXN4,,0.802816512448514
NXPH2,,7.03489047539964E-04
SPOPL,,
THSD7B,,0.30021320183644
GPR17,,4.17958151279041E-07
POLR2D,,0.245895003823124
AMMECR1L,,0.0114672169625962
GALNT13,,0.0102530173245169
PKP4,,8.26252502098246E-04
SCN1A,,0.493513868516909
SCRN3,,0.0122331990236023
LNPK,,0.658795093039291
ZNF385B,,1.51822689854734E-04
TMEFF2,,0.13861117347958
CDCA7,,3.94246138980219E-04
DLX1,,0.00542081792519454
UBR3,,0.0233873316948992
PHOSPHO2,,0.0133567607892618
GULP1,,1.60693235180177E-06
FAM171B,,0.0991819417560684
HSPD1,,
CCDC150,,0.726840238329107
METTL21A,,0.514121315142302
UNC80,,0.00335125767174239
PTH2R,,0.0369439225371939
CPO,,0.0801321393421841
NBEAL1,,0.169152520972552
KANSL1L,,0.00748622977250651
SPAG16,,0.0128026970792986
ABCA12,,
SUMF1,,6.31930371843483E-05
NYAP2,,0.00701064659418807
RHBDD1,,0.00717655340913045
ACKR3,,0.00240743744849923
TRPM8,,0.0234108850062631
HES6,,
ESPNL,,
ANKMY1,,0.0171111922947492
COPS7B,,
DIS3L2,,0.140809501625522
CPNE9,,3.91790466139296E-11
FANCD2,,0.16814711258577
TAMM41,,0.802747279600037
VGLL4,,0.0261058414777967
RAB5A,,2.13832928121705E-04
RETREG2,,5.99904915776284E-06
CTDSP1,,2.6898877092437E-07
CNOT9,,0.641062961139424
MARCHF4,,2.14686968857509E-08
STK11IP,,0.30021320183644
GMPPA,,0.803769597487387
GRIP2,,1.13631599431621E-04
EAF1,,0.484119945969002
CNTN4,,2.86205805795461E-10
DYNC1LI1,,0.122199300624885
RBMS3,,0.873051935073963
GADL1,,0.057589751721448
OSBPL10,,0.765971103036754
POMGNT2,,
ACKR2,,
GASK1A,,0.0319173487961562
CSRNP1,,
SLC25A38,,0.802996874518581
ITGA9,,0.184581037348456
SLC22A14,,0.197435974928223
GOLGA4,,0.260901842553328
CTDSPL,,0.274504334801768
STAC,,0.815920690726891
IQSEC1,,3.57439210984098E-05
CAND2,,0.0360808354301312
PTPRG,,0.00444759227249865
IL17RD,,2.52898438346605E-04
SHQ1,,
SLC25A26,,6.25942466920826E-04
UBA3,,0.0872451775220483
ARL6IP5,,0.0532707950332578
TMF1,,0.810094380888936
LRIG1,,0.0124071652675042
LRTM1,,0.497292754074223
LIMD1,,0.0835746842109289
ZNF660,,0.0321275179184487
NFKBIZ,,3.67073844163739E-04
COL8A1,,7.35530242314674E-09
ADGRG7,,0.25459125247613
MYH15,,1.18796853408279E-04
PHLDB2,,
ABHD10,,0.0107558690668945
TAGLN3,,7.03142279227115E-11
PLA1A,,0.0938277530797266
RABL3,,0.00726591479091016
ADPRH,,0.011203128244104
IGSF11,,0.00407144736688298
ATG3,,0.0012245189016194
NR1I2,,
BOC,,0.60138689507189
SRPRB,,0.208182986477974
TMEM108,,0.460889654605154
AGTR1,,0.443603232384039
MED12L,,0.247840420872455
EIF2A,,0.154131976983197
ALDH1L1,,0.0292909693673826
OSBPL11,,0.416591578352626
TRPC1,,0.00393720882518317
NCEH1,,1.0659375384968E-04
SPATA16,,0.0655664515323074
LPP,,6.54373713683548E-05
TMEM44,,0.00386343844266585
RUBCN,,0.701040335010051
TCTA,,0.135562472977401
DCAF1,,0.400427457533979
MANF,,0.0710520292540876
STXBP5L,,1.3826483789036E-05
EAF2,,0.386373827209168
ILDR1,,
MUC4,,
SLIT2,,0.709162465531947
EIF2B5,,0.0380289712920062
AHSG,,0.0732056548926157
VWA5B2,,0.486466058550581
DGKQ,,1.16078016394703E-05
FIP1L1,,
SLC26A1,,0.0291116365405041
LYAR,,0.694700313793281
EPHA5,,0.0562106299419226
CORIN,,0.0162807923418057
ATP10D,,1.67119065721543E-04
OCIAD2,,0.00485348396183597
SLC10A4,,0.819984816933712
SCD5,,0.00243749974426446
PLAC8,,2.39254827421892E-05
ENOPH1,,0.203094336298354
CABS1,,
GC,,0.662059381755456
TRMT10A,,0.468065917094173
KLHL8,,0.276692620077551
SNCA,,0.00446248523312869
TBCK,,0.1199061782703
CAMK2D,,0.101795364064585
CISD2,,0.00196745732594498
DDIT4L,,0.0172663822018433
ANK2,,4.65239596087344E-07
TIFA,,0.48652492771866
SPATA5,,1.7924710939449E-04
FABP2,,0.0114351043547612
CCNA2,,0.154101788921519
METTL14,,0.46748671870192
USP53,,0.538643774423487
SETD7,,0.155386337808542
NAF1,,0.218024344640716
MARCHF1,,0.707507957457593
SFRP2,,0.00527925518956418
RNF175,,0.00491202935562975
PDGFC,,9.37276270128561E-07
CBR4,,0.398682545050984
GLRA3,,0.00540327569669779
CYP4V2,,0.0626395262934442
ROPN1L,,0.116629142214383
NDUFS6,,0.20854949991278
MARCHF6,,0.00116084484384332
NKD2,,0.0221299823011272
CDH18,,1.36584782060162E-09
ADAMTS16,,0.0122406234172565
SRD5A1,,2.7626290423432E-08
MYO10,,0.00395192448659638
OTULINL,,1.08299228097149E-05
RPL37,,
SKP2,,0.766157408904241
OSMR,,5.18069573447132E-09
UGT3A1,,
PLK2,,0.0077681445208621
GZMA,,8.2275025148167E-04
PIK3R1,,
HAPLN1,,0.827999345662319
LHFPL2,,4.39696145703051E-11
SSBP2,,0.047152324502945
BHMT,,0.685900578108079
ANKRD31,,0.550082739318764
IQGAP2,,6.41183449500374E-06
CRHBP,,1.80041809870583E-04
RASA1,,0.160992428354364
LIX1,,1.45161653886471E-06
GIN1,,0.00377954177820022
PPIP5K2,,0.160537780804921
PAM,,7.9490350352808E-08
BDP1,,0.311034374631956
SLC30A5,,0.003572123078394
BTF3,,0.0135074048492915
FBXL17,,0.00275061632617149
SPATA9,,0.00110419455453379
TSLP,,0.00213665524016792
TNFAIP8,,6.37363896725037E-05
FEM1C,,0.0548173876415038
COMMD10,,0.0492970238920415
ATG12,,0.860309571793293
MEGF10,,0.36360379194725
ADAMTS19,,0.00172067393096149
YIPF5,,0.00254245952220034
ARHGAP26,,1.65137440640079E-05
CXCL14,,8.53407847426001E-04
LECT2,,0.490720923587937
SLC25A48,,7.37300088539741E-07
DDX46,,0.0564567123163386
IL9,,
TIMD4,,0.396840536771635
RNF145,,0.0199928223120799
C1QTNF2,,0.817434134492824
GABRA6,,0.263074008640168
GABRB2,,7.30978357811891E-10
FBXO38,,0.283290095282997
SPINK7,,0.589823723157132
PCYOX1L,,0.140518278966029
GLRA1,,0.758454460809819
TNIP1,,9.72138395654088E-04
G3BP1,,0.00327253019811039
ZNF300,,6.39381662381284E-08
N4BP3,,0.00268544417558816
NHP2,,0.074691362385159
RMND5B,,0.00398716245968805
BOD1,,
CPLX2,,5.12795473887105E-12
TENM2,,1.04834067579372E-06
KCNMB1,,0.0107324198276165
FAM50B,,0.580049157529593
MYLK4,,0.303251220770654
FAM217A,,0.720108972670498
TBC1D7,,0.0113364710199517
FARS2,,0.00199008553664233
GFOD1,,6.3291809718631E-09
CDKAL1,,0.0154370514058469
PCDHB18P,,0.0426557417242486
PSD2,,4.46235392376774E-04
LRRTM2,,0.167684559386037
ZMAT2,,0.0130669469199829
GFRA3,,0.561158791134372
KLHL3,,1.95881692985982E-06
DCDC2,,0.5479345861219
SLC17A4,,0.555820322082677
H2BC1,,
KAAG1,,0.485613958559225
TRIM7,,
TRIM41,,0.282606151938437
FAM193B,,
PLA2G7,,0.00106656357980615
TNFRSF21,,2.70034313753942E-09
RNF44,,0.00324032188644043
MMUT,,
RASGEF1C,,0.546388856208828
DOK3,,0.00457705583246223
ABT1,,0.159652418774576
PPP1R18,,3.23109725086052E-13
DAAM2,,8.42541955146361E-05
PRIM2,,0.00386283204565465
MLIP,,0.194189924737562
HMGCLL1,,1.76230154224194E-06
LGSN,,
FGD2,,0.293305495548831
SCUBE3,,1.98488194291431E-06
ANO7,,0.412747949138631
CRIP3,,0.194988793461518
TTBK1,,0.392054241979479
TCTE1,,
RPL7L1,,
NFKBIE,,0.052962001339856
CYP39A1,,1.14124994562839E-04
TPBG,,0.617722027008452
IRAK1BP1,,0.0549512288133867
PHIP,,0.847769100564175
PRSS35,,0.73210558958089
FAXC,,0.030637044361771
GABRR1,,0.575994622106065
PNRC1,,0.419747057456915
PM20D2,,0.00726919327142739
RARS2,,0.0389883988630084
SCML4,,
TBC1D32,,0.0164766164838483
CLVS2,,5.18943216906917E-05
GPR6,,0.616472865936678
RNF217,,
RSPO3,,2.25116613366448E-09
ARHGAP18,,2.10977243851579E-05
TAAR2,,0.0614361917583668
TAAR8,,0.262292587859074
ABRACL,,
SLC18B1,,0.212535885098903
MTFR2,,0.0106095708153033
SLC2A12,,1.39065258681123E-04
SHPRH,,
AIG1,,
DYNLT1,,1.04428884957164E-06
TIAM2,,0.066249465833557
TMEM181,,0.746318702697187
PNLDC1,,0.00559306893856393
WTAP,,0.349999704140273
ZMYM4,,0.829564483056266
VIP,,1.45632235895212E-04
ARMT1,,0.73719235321004
SLC22A3,,0.511405016241592
LINC01558,,0.698518696233924
VWDE,,0.0176498875378749
GNA12,,4.92140890235771E-05
C7orf50,,0.754855241925481
SDK1,,0.0495318874429003
C7orf26,,
RBAK,,0.62301191743206
CREB5,,0.880276427359217
FERD3L,,
EGFR,,4.01366276395382E-05
LINC00525,,0.152472165232446
CDCA5,,0.78275741271364
IGFBP3,,0.0490497421078848
PURB,,0.00315665590565373
IGFBP1,,0.00229532079424639
SSC4D,,0.00218074715846023
MDH2,,
ENSG00000146722,,0.329321519385138
NIPSNAP2,,0.613355007178992
PSPH,,0.227381882979933
TRIM50,,0.151055652563036
ZNF92,,0.060266357803173
ATXN7L1,,0.061885959513652
TMEM168,,7.63430622887667E-06
ASB15,,0.552924751676141
TRAPPC14,,0.00213665524016792
SLC12A9,,0.00266697274730151
GIGYF1,,0.413701899657518
TRIM4,,0.00534037962994304
MEPCE,,0.650148007521056
ZAN,,
TMEM209,,0.00772466605490481
AGBL3,,0.568077109200843
ZC3HAV1L,,
TMEM140,,
TLK2,,0.177537488884205
EPHA1,,0.316462306639461
NOM1,,0.62664525618015
NCAPG2,,8.04354672035674E-05
ASB10,,0.589843210848255
NLGN4X,,0.00172178048283909
SHROOM2,,0.448066509465512
DENND2A,,1.56287572911617E-04
CLTRN,,0.0375811297514766
SH3KBP1,,0.366868804117952
TMEM47,,0.00664868827351378
LANCL3,,0.0862981056754785
SYTL5,,0.101379200163422
CASK,,6.87179067519625E-05
KDM6A,,0.00932908587195537
SPIN2A,,0.721536179170598
MSN,,2.84783837568274E-08
AKAP4,,0.0204757181062631
CCNB3,,0.386373827209168
HDAC8,,0.279591541037818
SLC16A2,,2.76764134046476E-05
DIPK2B,,2.84139100543511E-06
ZNF157,,
ZNF182,,0.452454280343957
CHST7,,0.0670206578630825
KRBOX4,,
NDUFB11,,0.459975317361122
ZNF41,,0.561878788590189
ZMYM3,,
TAF1,,0.152176535223326
GPR174,,0.646765694269278
CCDC120,,0.503065879941113
LPAR4,,5.4972736466959E-04
EBP,,0.764278201423746
OGT,,0.208593444698286
SNX12,,8.53605620840208E-04
ITGB1BP2,,0.597535877258099
IL2RG,,0.17107715362449
GCNA,,0.0121195775613887
ZNF711,,0.739575894228676
CPXCR1,,
DIAPH2,,0.0495783928051439
NXF3,,0.402027992736581
RIPPLY1,,
PRPS1,,0.023864544991809
RADX,,8.44197920675103E-06
FRMPD3,,0.638812273779147
HTR2C,,5.17240662524898E-06
DOCK11,,3.0964149843731E-06
IGSF1,,0.0447511765019304
ARHGAP36,,0.393601314403696
GPC3,,0.174534547916882
RBMX,,0.0156603503850378
MCPH1,,0.0238367857657987
MFHAS1,,
FBXO25,,0.173358633191566
FATE1,,0.156396468926313
MAGEA4,,
NSDHL,,0.569657174664014
ZNF185,,0.163270848949539
CETN2,,0.46124402406575
RPL10,,0.0986665335715474
CSGALNACT1,,0.0210142600361803
ATP6V1B2,,0.00193812409314154
CCDC25,,0.426357092857449
HMBOX1,,
CHRNB3,,0.305166287037618
CHRNA6,,0.002715355275469
GNRH1,,0.172188118291794
BIN3,,0.33419137709364
DOK2,,0.721868043283852
SLC25A37,,0.330135661187066
CHMP7,,0.0621750474079999
DOCK5,,0.258669724593897
STAR,,1.90981561211112E-05
PLPBP,,
ERLIN2,,0.00105589891106384
SNTG1,,4.34218583749809E-04
PXDNL,,0.0121695528183974
ST18,,4.06517218313709E-04
RGS20,,1.75954918927082E-04
TACC1,,0.00764066815159793
GOLGA7,,0.105687044339317
PLPP5,,7.28235372683036E-06
GINS4,,
NSD3,,0.0336490020787433
DNAJC5B,,0.268380462246872
CRH,,1.11434986707138E-04
TRIM55,,
ADHFE1,,0.15916204290182
PMP2,,1.25353966742776E-06
LACTB2,,0.571948938938042
PRDM14,,0.609632891425193
TERF1,,0.546934691879812
RPL7,,0.00137433351755451
PSKH2,,
ATP6V0D2,,0.108840934272099
SYBU,,1.25298590257509E-06
DPYS,,0.0199891812949492
MTDH,,0.315638607920127
LRP12,,0.728176428299318
EBAG9,,0.730082769832739
RSPO2,,1.1126010555657E-04
POLR2K,,0.646824026164056
MAL2,,3.38703632599127E-10
EIF3H,,0.689460670569539
UTP23,,0.00144600406847508
NDUFB9,,7.72784559312785E-04
FAM83A,,0.199066921770126
GSDMC,,0.265354458051413
FAM135B,,0.220026849194704
ZNF7,,0.100506799369834
ARHGAP39,,0.0438261282642086
SLC39A4,,0.0345026353594344
NAPRT,,0.0319133096155126
VLDLR,,0.45288468364743
AK3,,0.045635757184222
UHRF2,,0.195036303538497
NFIB,,0.0289484619500961
CER1,,0.809610932499325
PLIN2,,0.00713973245613758
IFNA5,,0.540495903240821
HAUS6,,0.0910128300841287
CDKN2B,,3.464450181651E-06
CDKN2A,,7.80062985499493E-08
C9orf72,,0.0203756062254121
IFNK,,0.104283863514811
ZCCHC7,,0.0140929137884656
FBXO10,,
SIGMAR1,,1.30568510543443E-05
CEP78,,0.866867317272382
NTRK2,,0.784364386230929
IDNK,,0.0366525125433103
SHC3,,0.404970492988391
AUH,,2.96139046648893E-05
MFSD14B,,8.19550241947484E-05
AOPEP,,0.162237626514197
PLPPR1,,7.55280085568377E-04
ZNF462,,2.35545592247246E-04
INIP,,
UGCG,,0.799208888780516
ACTL7B,,
SNX30,,0.0740158689344249
STOM,,0.0790677945926573
GSN,,1.88055539654231E-04
MRRF,,0.554163763675621
NR6A1,,0.0345702643617978
CRB2,,0.485104197673766
ALAD,,0.0433335566011572
ASTN2,,0.00565818773737689
WDR31,,
POLE3,,0.396056516322374
SURF4,,5.42185915846004E-08
GBGT1,,0.00333501339876038
SURF1,,
SURF2,,0.096318696412969
SURF6,,0.12434292029549
MED22,,
REXO4,,0.140878534807646
GTF3C5,,0.41120603407418
ASB6,,0.00232243490329157
PTGES2,,0.0341124020532608
NTMT1,,0.270249956117115
CIZ1,,0.176310186986444
SLC25A25,,0.00472759497924198
SH3GLB2,,0.00118280824006414
MIGA2,,3.88675544889262E-05
PTGES,,0.0978454908286232
LCN2,,0.0569582880554616
LRSAM1,,0.0935150320941378
HMCN2,,0.0196048293249378
GPR107,,
PAXX,,0.173756423935442
INPP5E,,0.0178438683747408
SEC16A,,0.714258551380086
DPH7,,
NOTCH1,,1.63463437998079E-05
CACNA1B,,2.37125393905717E-17
NACC2,,9.22830923608247E-06
PROSER2,,
USP6NL,,2.15370955858444E-06
COMMD3,,0.621837072778802
MSRB2,,0.0612463498496866
PDSS1,,0.0194235340600088
FAM171A1,,1.38847049109608E-05
MINDY3,,0.429694366319868
SLC39A12,,6.00039378011884E-05
RSU1,,7.2400093469633E-07
PARD3,,0.167883577760582
ANKRD30A,,4.30413544904495E-04
ZEB1,,3.464450181651E-06
FAM13C,,0.889622725455182
NRBF2,,0.461735259702631
A1CF,,0.735320455744247
CDHR1,,0.165767118913957
LRIT1,,0.264704046997438
RGR,,0.00417924115271874
POLR3A,,0.0020379240217144
HERC4,,0.742453659871778
LRMDA,,0.00894062199851386
CAMK2G,,2.69152290002121E-08
ADIRF,,0.027622364598704
GLUD1,,0.27043250080817
ANKRD1,,0.629031570981214
HTR7,,0.413760612997348
RPP30,,0.0976433674422012
FRA10AC1,,0.751631978392694
ADD3,,0.12358759904613
HABP2,,
DNAJB12,,
EIF4EBP2,,0.416890708572255
NPFFR1,,0.0714341208067739
PLEKHS1,,0.0050009375014035
TCF7L2,,0.0238566463689299
MKI67,,0.0167829704706414
CYP17A1,,0.0960733278874796
INA,,2.29923657453494E-18
FUOM,,0.258745298740124
LRRC27,,
MTG1,,
GSTO1,,0.360554251068768
TAF5,,0.0331087411149906
PPRC1,,0.0218969040294221
CNNM2,,0.135928331393633
PDCD11,,
ADAM12,,5.15975775109053E-07
RGS10,,1.49714249339186E-06
BTBD10,,1.37606488617145E-05
ADM,,0.582022336453064
GAS2,,0.559652184984917
SLC5A12,,0.0507908858077435
LIN7C,,
LRRC4C,,0.092360973877856
IMMP1L,,0.0296514774315661
PGAP2,,9.91713993038261E-04
TUT1,,0.0255940335039556
SCGB1A1,,0.775531893614137
SYT8,,0.292005599137941
ZNF214,,0.0178047688162578
ZNF215,,0.356998992899218
HSD17B12,,0.00175962229393719
PAMR1,,0.0860498284012296
DGKZ,,0.463972166250816
EIF3M,,0.0375404088091095
TNKS1BP1,,6.88376951720051E-05
GLYAT,,0.570014582105823
SERPING1,,3.07379572454356E-12
SSRP1,,0.0167376267065524
SLC43A1,,0.00182661038429472
PTPRJ,,0.00408437389195969
C11orf49,,0.0577708920854553
ARFGAP2,,0.308436336374286
CELF1,,0.11830248279588
HIKESHI,,
CCDC81,,0.408448053908486
SESN3,,0.487926838917121
ENDOD1,,1.66279878067917E-06
CCDC82,,0.106874452248296
KLHL35,,1.34320749608893E-08
TENM4,,0.608282813968528
SERPINH1,,0.00296760596552741
CAPN5,,1.32252431766704E-05
INTS4,,0.00370384921883384
PAK1,,2.88792850543003E-10
RPS3,,0.0189884256082418
ZC3H12C,,0.780576191374937
TTC12,,0.315792751597479
NCAM1,,
DRD2,,0.232259438089493
HTR3B,,0.500645713775222
NPAT,,0.125573115615541
ATM,,6.58154512768518E-05
AASDHPPT,,0.649230539955569
GLB1L2,,0.00375457170254593
SLX4IP,,0.641599265515755
LAMTOR1,,0.00799056013424099
P4HA3,,0.030637044361771
GRIK4,,8.36511747892757E-05
ST14,,0.524584396274032
HYOU1,,0.609139822927209
SCP2D1-AS1,,
ADAM33,,0.637429735942805
SLC22A8,,0.25142962604217
KAT14,,0.00287918094730459
TKFC,,
MTA2,,0.170325705603147
TMEM138,,5.07672173049906E-05
FADS1,,2.28855602216935E-05
TMC2,,
ROM1,,0.0741576491028036
EML3,,9.08023845303245E-07
INCENP,,0.442116865500099
ZP1,,0.044879932942634
OOSP2,,0.381291456327992
MS4A3,,0.445251817728521
PLCH2,,4.61336870068607E-08
CPSF7,,
MS4A2,,
B3GAT3,,0.142274682727272
EI24,,0.83562108888848
CCDC15,,0.287642295728039
CHEK1,,0.615224533517649
FEZ1,,
ESAM,,0.0304423469977141
KIRREL3,,9.96074070917454E-12
MPZL2,,0.0488042186010189
SCN2B,,1.62433267096157E-11
SIDT2,,0.633338631805563
TMEM25,,1.10365257089723E-04
TAGLN,,0.375510623960985
JPH2,,0.449622633674535
DUSP15,,0.8813177463895
COMMD7,,0.00420201811272895
C20orf144,,0.0474014676385779
KIAA1755,,0.0494274020232643
SPATA25,,0.0136063101845568
DSN1,,0.733654512946692
SOGA1,,0.393423322321503
CNBD2,,0.629668964001692
CDH22,,5.35345244221256E-06
LSM14B,,1.01473413663282E-04
YTHDF1,,0.303782952461264
CABLES2,,1.60495396591615E-06
LTO1,,0.500701331457508
SLC22A9,,
TRPT1,,0.0187130091761768
NUDT22,,0.00211415747048235
FERMT3,,2.29544362612636E-06
PLCB3,,0.607353612909537
MRPL49,,
TM7SF2,,0.00156683531738244
VPS51,,0.427555632659988
TBX6,,0.618734003263652
PPP4C,,1.04229355385102E-04
TLCD3B,,5.81361271370116E-06
DOC2A,,4.84653614112371E-07
HIRIP3,,
TAOK2,,0.0253596644074172
TMEM219,,0.44581226882004
HMGA2,,1.07648592097068E-05
MMP3,,0.472443944061209
CNKSR2,,6.87423037747038E-06
CNTN5,,0.0054008407214076
KLRF1,,0.0271106771560524
CLEC1A,,0.0417534590802639
MKX,,8.51798493141466E-06
MPP7,,0.267602733291958
ITGB1,,1.62951765427498E-07
ITGB1,,0.117993707854019
FXYD4,,0.291906412530027
PCDH15,,6.08377217689187E-06
CTF1,,0.0908903765028222
CWC15,,0.644773683550906
ARID5B,,0.410399308468971
KLHL1,,0.187001488117679
CDH8,,3.14803157872663E-06
DCUN1D2,,0.00203980381839869
TMCO3,,0.200902259009905
TMEM218,,1.82240553197527E-07
TIRAP,,0.0929121614794027
EEF1AKMT1,,0.532770979962809
LATS2,,0.0216414905763162
SAP18,,
ADGRL3,,3.79807120284761E-04
KIAA1328,,0.412747949138631
FAM124A,,3.35398693301933E-05
MIA2,,
HNMT,,1.02707103651102E-06
LYPD1,,9.41684850621166E-12
LYPD6B,,0.0256308227559961
PDCD4,,0.122779765188297
ADRA2A,,1.3988427020208E-08
GPM6A,,0.621357712125793
WDR17,,0.168262201627792
SPATA4,,0.322238207807923
VEGFC,,0.672298720249411
CCDC102B,,5.6991356149876E-04
CD226,,0.257716354272
CNDP1,,6.68336061425165E-06
FSIP1,,0.0122331990236023
DLG2,,4.21006605694132E-13
CCDC83,,
RGS18,,6.30890879553432E-07
PRSS23,,9.6347455048848E-12
MTMR12,,0.18799980569149
PPP1R1C,,0.627907236684533
C11orf53,,0.177331600880521
CCT5,,0.437660030643562
ATPSCKMT,,0.151625485495913
DOCK1,,2.88994342643403E-06
DIXDC1,,0.173839759321073
DLAT,,0.620802551148508
PIH1D2,,0.170649155408133
NKAPD1,,0.005070507418829
TIMM8B,,0.263074008640168
IL18,,5.04120584134626E-06
TEX12,,
PTS,,0.0197042374267417
PIP4K2A,,0.738621553167554
C2orf50,,0.165234017691266
FREM2,,2.10822958734854E-07
FOXO1,,0.355490194849839
CRIM1,,0.262678752877924
SEC24D,,0.00110205815238186
ABCB9,,3.01152010016744E-06
RILPL2,,0.523903127239313
DHX37,,0.167135152201442
UBC,,
ITPR1,,9.48539973165231E-07
TKTL2,,
SLC7A11,,0.0719493492589406
NOCT,,
ENKUR,,0.634399679789866
GPR158,,0.00270064864153283
CACNA2D4,,0.442989593397779
DCP1B,,0.0884886387690811
CACNA1C,,1.16190325981143E-11
THRB,,0.0530652478428577
NGLY1,,
OXSM,,0.0769067862008024
UEVLD,,0.00102053928440477
TMEM86A,,0.403427263459788
C12orf45,,0.671590483871551
TMEM263,,0.0016328523524866
BTBD11,,3.33394116934269E-04
UBE3B,,0.034325933120059
ANK3,,4.22043547664918E-05
IPMK,,0.680911042242285
RAD9B,,
PLBD2,,0.0297123513290047
DLG5,,0.311207984304321
MAT1A,,0.226626317639081
SLC2A13,,0.0120278829822752
GXYLT1,,
TWF1,,2.2688784578697E-04
DIP2C,,0.653947695628069
EIF4E,,0.536164295913075
MAGI1,,0.00178406891954636
TEX30,,0.314100995657853
CSNK1G3,,0.0266531724028883
SRFBP1,,3.00950657199288E-05
AKAP6,,1.0881874540298E-07
NPAS3,,1.34090990996564E-04
FAM177A1,,3.91771421828507E-05
MBIP,,0.141889934879813
MIPOL1,,0.00327663931811602
EXT2,,0.00402311154702709
TMEM18,,0.571329971959484
ALLC,,0.17883727238652
KCTD14,,0.181958773633486
THRSP,,0.281514223956054
NDUFC2,,0.0273579533467036
ME3,,0.361832564695784
ADAMTS12,,6.65129359442098E-06
NUBPL,,0.0638063065723022
NEK7,,7.56847830501793E-04
ATP6V1G3,,0.185089293531608
FER,,6.71330962758729E-05
VIPAS39,,0.72977913205435
ANKRD50,,0.246683199237711
UPF2,,0.194374987906373
CDC123,,
SCLT1,,0.0433110916379198
CCDC3,,0.014837572445592
C4orf33,,
FRMD4A,,0.514684359262752
SLC25A31,,
PTPRO,,0.351297538081365
EPS8,,2.38124744078156E-05
ACAD8,,0.347733185071168
THYN1,,0.548291569177899
VPS26B,,0.0189816789697801
NCAPD3,,0.00196991914205702
VTI1A,,
QDPR,,6.90434372254888E-04
FAM160B1,,0.0803309593049926
ANO4,,0.205250002338983
TEX9,,0.0115596968178512
QTRT2,,3.17993522018987E-04
DRD3,,
MMAA,,0.680290327550878
ZNF827,,0.275867894880741
POU4F2,,0.510302114396855
EDNRA,,1.58263029150158E-06
NR3C2,,0.00376383946314734
AKR1C6P,,0.449881994639496
AKR1C2,,0.0272100679840659
DPYSL4,,0.00700775404669986
VENTX,,0.63206460882712
ADAM8,,0.381291456327992
ITIH2,,0.544650478784725
KIN,,0.0145131513175027
PIGF,,9.45054493452783E-05
ANKAR,,0.188985159626188
INPP1,,0.426889055367594
MFSD6,,0.0232502498660718
RNF144A,,
ASAP2,,0.699999755731392
ADAM17,,0.00911291362032815
FLI1,,1.0632216368069E-06
KCNJ1,,0.835619433131863
TMEM45B,,
WWC2,,0.7100175702152
CENPU,,0.00410112900822239
ACSL1,,
SLC25A4,,0.00183404442687711
AMN1,,1.90687909234339E-06
BICD1,,0.0715255902424269
SAV1,,0.201092418088073
CCDC122,,0.00627453879218596
SERP2,,0.00137853837894481
NBAS,,0.332218905078611
ZNF385D,,2.34805652438221E-08
TDO2,,0.177357805917953
GUF1,,0.272475023530516
SLC35F4,,0.00109062556014846
GABRA2,,1.28294905421156E-07
SACS,,0.00330185236672021
PABPC3,,0.00194339884509699
CENPJ,,0.00248859386156261
FBXO4,,4.37381120365875E-05
TMEM267,,9.30167884066635E-05
CCL28,,4.47114865337166E-05
PARP8,,0.0409808458258689
GFRA1,,3.59966840431891E-10
CACUL1,,
DST,,
BEND6,,9.68560951797224E-07
TIAL1,,0.053076977089601
BAG3,,0.00183527743105351
GLT1D1,,2.14942520497313E-04
TMEM132D,,0.558183166885629
RBM46,,
MCHR2,,0.00278974741158533
KCNE4,,2.35098990317036E-04
RABGAP1L,,0.00285083433800026
TLCD4,,0.0186784942009756
MZT2B,,0.312903140868123
ASTN1,,0.253511060552015
FAM168B,,2.11719343389662E-04
PTPN14,,5.59774680203145E-04
MGAT5,,0.30568954517876
TMEM163,,0.462476817166361
GPATCH11,,0.598888931661123
HSPB8,,0.453706124645958
GEMIN6,,0.0188146316140492
